ad	cho	91	[0, 1, 3, 5]	0.6666666666666666
pohár	ly	16	[1, 2, 3, 4]	0.6666666666666666
dicsőség	vinh quang	10	[1, 2, 3, 5]	0.6666666666666666
megy	đi	130	[0, 1, 3, 5]	0.6666666666666666
múlik	qua	2	[1, 3, 4, 5]	0.6666666666666666
elmegy	qua	3	[1, 3, 4, 5]	0.6666666666666666
visszamegy	trở về	2	[0, 1, 3, 5]	0.6666666666666666
visszamegy	trở lại	4	[0, 1, 3, 4]	0.6666666666666666
jó	đúng đắn	2	[1, 2, 3, 5]	0.6666666666666666
javak	của cải	1	[0, 1, 2, 5]	0.6666666666666666
kormány	bánh lái	1	[1, 2, 3, 5]	0.6666666666666666
kormány	chính phủ	46	[1, 2, 3, 5]	0.6666666666666666
köntös	áo	1	[0, 1, 2, 5]	0.6666666666666666
talár	áo	2	[0, 1, 2, 5]	0.6666666666666666
rét	đồng cỏ	11	[0, 1, 3, 5]	0.6666666666666666
markolat	chuôi	1	[0, 1, 2, 5]	0.6666666666666666
terep	khu	1	[0, 1, 2, 5]	0.6666666666666666
terep	đất	1	[0, 1, 2, 5]	0.6666666666666666
csoport	phái	2	[0, 1, 2, 5]	0.6666666666666666
őr	bảo vệ	1	[0, 1, 3, 5]	0.6666666666666666
csarnok	hành lang	3	[0, 1, 3, 5]	0.6666666666666666
glória	vinh quang	1	[1, 2, 3, 5]	0.6666666666666666
akadályoz	ngăn cản	1	[0, 1, 2, 5]	0.6666666666666666
mutató	biểu	1	[0, 1, 2, 5]	0.6666666666666666
mutató	kim	3	[1, 2, 3, 5]	0.6666666666666666
történik	qua	5	[1, 3, 4, 5]	0.6666666666666666
kemény	gắt	3	[0, 1, 2, 5]	0.6666666666666666
aratás	mùa màng	1	[1, 2, 3, 5]	0.6666666666666666
önfejű	bướng	2	[0, 1, 2, 5]	0.6666666666666666
halom	đống	21	[0, 1, 2, 5]	0.6666666666666666
halom	chồng	4	[1, 2, 3, 5]	0.6666666666666666
hall	hiểu	2	[0, 1, 3, 5]	0.6666666666666666
hall	nghe	52	[1, 3, 4, 5]	0.6666666666666666
kályha	bếp	2	[0, 1, 3, 5]	0.6666666666666666
mennyország	thiên đường	2	[1, 2, 3, 4]	0.6666666666666666
tehetetlen	liệt	10	[0, 1, 2, 5]	0.6666666666666666
félteke	bán cầu	1	[1, 3, 4, 5]	0.6666666666666666
tyúk	gà mái	2	[1, 2, 3, 5]	0.6666666666666666
neki	nàng	251	[0, 1, 2, 5]	0.6666666666666666
őt	hắn	114	[0, 1, 2, 5]	0.6666666666666666
őt	nàng	250	[0, 1, 2, 5]	0.6666666666666666
akadály	chướng ngại	5	[1, 2, 3, 5]	0.6666666666666666
akadály	trở ngại	12	[0, 1, 2, 5]	0.6666666666666666
magas	cao cả	2	[0, 1, 2, 5]	0.6666666666666666
felső	trên	66	[1, 2, 3, 4]	0.6666666666666666
történelem	lịch sử	34	[1, 3, 4, 5]	0.6666666666666666
történelem	chuyện	1	[1, 2, 3, 5]	0.6666666666666666
történet	lịch sử	1	[1, 3, 4, 5]	0.6666666666666666
történet	chuyện	18	[1, 2, 3, 5]	0.6666666666666666
szenvedély	ái tình	2	[0, 1, 2, 5]	0.6666666666666666
szenvedély	máu	2	[0, 1, 2, 5]	0.6666666666666666
kapa	cuốc	4	[0, 1, 3, 5]	0.6666666666666666
haza	nhà ở	1	[0, 1, 3, 5]	0.6666666666666666
egyszerű	giản dị	26	[1, 2, 3, 5]	0.6666666666666666
méz	mật ong	2	[1, 2, 3, 5]	0.6666666666666666
erény	đức tính	4	[0, 1, 2, 5]	0.6666666666666666
erény	đạo đức	16	[1, 2, 3, 5]	0.6666666666666666
karika	vòng	1	[1, 2, 3, 5]	0.6666666666666666
látóhatár	chân trời	15	[1, 3, 4, 5]	0.6666666666666666
rettentő	gớm	22	[0, 1, 2, 5]	0.6666666666666666
ház	nhà ở	6	[0, 1, 3, 5]	0.6666666666666666
mennyi	mấy	3	[1, 3, 4, 5]	0.6666666666666666
mennyire	biết bao	12	[0, 1, 2, 5]	0.6666666666666666
szerény	khiêm tốn	26	[0, 1, 3, 5]	0.6666666666666666
nedves	ẩm	33	[1, 2, 3, 5]	0.6666666666666666
éhes	đói	47	[1, 3, 4, 5]	0.6666666666666666
éhezik	đói	3	[0, 1, 3, 5]	0.6666666666666666
beteg	ốm	77	[1, 2, 3, 5]	0.6666666666666666
törvénytelen	trái phép	1	[1, 2, 3, 5]	0.6666666666666666
törvénytelen	bất hợp pháp	1	[1, 2, 3, 5]	0.6666666666666666
halhatatlan	bất diệt	2	[0, 1, 2, 5]	0.6666666666666666
fontos	quan trọng	94	[1, 2, 3, 5]	0.6666666666666666
benyomás	dấu	1	[0, 1, 2, 5]	0.6666666666666666
szemtelen	hỗn	4	[0, 1, 2, 5]	0.6666666666666666
viszont	ngược lại	7	[0, 1, 3, 5]	0.6666666666666666
felbecsülhetetlen	vô giá	3	[0, 1, 2, 5]	0.6666666666666666
szakadatlanul	luôn luôn	2	[0, 1, 2, 5]	0.6666666666666666
helytelen	sai	9	[0, 1, 3, 5]	0.6666666666666666
határozatlan	mơ hồ	26	[1, 2, 3, 5]	0.6666666666666666
csakugyan	thực sự	9	[0, 1, 2, 5]	0.6666666666666666
valóban	quả là	13	[0, 1, 2, 5]	0.6666666666666666
nélkülözhetetlen	cần thiết	6	[0, 1, 3, 5]	0.6666666666666666
elkerülhetetlen	cần thiết	3	[0, 1, 3, 5]	0.6666666666666666
ritkán	ít khi	24	[1, 2, 3, 5]	0.6666666666666666
fogadó	nhà trọ	3	[0, 1, 3, 5]	0.6666666666666666
belső	bên trong	25	[1, 2, 3, 5]	0.6666666666666666
ártatlan	vô tội	24	[1, 2, 3, 5]	0.6666666666666666
pillanat	lúc	49	[0, 1, 2, 5]	0.6666666666666666
pillanat	khi	28	[0, 1, 2, 5]	0.6666666666666666
pillanat	buổi	3	[0, 1, 2, 5]	0.6666666666666666
ész	trí tuệ	2	[0, 1, 4, 5]	0.6666666666666666
nemzetközi	quốc tế	6	[1, 2, 3, 5]	0.6666666666666666
bele	sang	8	[0, 1, 2, 5]	0.6666666666666666
hanglejtés	giọng	1	[1, 2, 3, 5]	0.6666666666666666
cselszövés	âm mưu	3	[0, 1, 2, 5]	0.6666666666666666
behatol	vào	4	[0, 1, 3, 5]	0.6666666666666666
behatol	đi vào	1	[1, 3, 4, 5]	0.6666666666666666
sziget	đảo	76	[1, 2, 3, 4]	0.6666666666666666
az	con	3921	[0, 1, 2, 5]	0.6666666666666666
elefántcsont	ngà	18	[1, 2, 3, 5]	0.6666666666666666
korsó	bình	2	[1, 2, 3, 5]	0.6666666666666666
munka	việc làm	10	[1, 2, 3, 5]	0.6666666666666666
munka	công việc	49	[0, 1, 3, 5]	0.6666666666666666
munka	lao động	14	[1, 2, 3, 5]	0.6666666666666666
állás	địa vị	2	[0, 1, 2, 5]	0.6666666666666666
állás	công việc	4	[0, 1, 3, 5]	0.6666666666666666
állás	quảng trường	1	[1, 3, 4, 5]	0.6666666666666666
egyesül	hợp nhất	1	[0, 1, 2, 5]	0.6666666666666666
út	hành trình	5	[0, 1, 3, 5]	0.6666666666666666
út	con đường	53	[0, 1, 3, 5]	0.6666666666666666
ítélet	quyết định	2	[0, 1, 3, 5]	0.6666666666666666
ítélet	bản án	6	[0, 1, 2, 5]	0.6666666666666666
helyzet	địa vị	2	[0, 1, 2, 5]	0.6666666666666666
helyzet	tình trạng	5	[0, 1, 2, 3]	0.6666666666666666
helyzet	phận	2	[0, 1, 2, 5]	0.6666666666666666
csak	chỉ	2705	[0, 1, 3, 5]	0.6666666666666666
csak	biết bao	12	[0, 1, 2, 5]	0.6666666666666666
csak	tuy nhiên	61	[0, 1, 2, 3]	0.6666666666666666
csupán	chỉ	306	[0, 1, 3, 5]	0.6666666666666666
pont	điểm	11	[1, 2, 3, 5]	0.6666666666666666
pont	điều	2	[0, 1, 2, 5]	0.6666666666666666
pont	chấm	8	[1, 2, 3, 5]	0.6666666666666666
megtart	giữ	1	[0, 1, 3, 5]	0.6666666666666666
megőriz	giữ	1	[0, 1, 3, 5]	0.6666666666666666
hallgat	nghe	9	[1, 3, 4, 5]	0.6666666666666666
kilométer	cây số	6	[1, 3, 4, 5]	0.6666666666666666
fajta	kiểu	6	[0, 1, 3, 5]	0.6666666666666666
kés	dao	23	[1, 3, 4, 5]	0.6666666666666666
csomó	bao	5	[1, 2, 3, 5]	0.6666666666666666
csomó	bụi	2	[0, 1, 2, 5]	0.6666666666666666
csomó	khối	3	[0, 1, 2, 5]	0.6666666666666666
csomó	đám	1	[0, 1, 2, 5]	0.6666666666666666
csomó	gói	5	[1, 2, 3, 5]	0.6666666666666666
laboratórium	phòng thí nghiệm	2	[1, 2, 3, 5]	0.6666666666666666
dáma	nữ hoàng	1	[0, 1, 3, 5]	0.6666666666666666
dáma	bà	4	[0, 1, 2, 5]	0.6666666666666666
hölgy	bà	152	[0, 1, 2, 5]	0.6666666666666666
úrnő	bà	6	[0, 1, 2, 5]	0.6666666666666666
béna	què	1	[0, 1, 2, 5]	0.6666666666666666
béna	liệt	16	[0, 1, 2, 5]	0.6666666666666666
tájkép	phong cảnh	1	[1, 2, 3, 5]	0.6666666666666666
tájkép	cảnh	2	[0, 1, 2, 5]	0.6666666666666666
dűlőút	đường	3	[0, 1, 2, 5]	0.6666666666666666
sáv	đường	2	[0, 1, 4, 5]	0.6666666666666666
sáv	bọn	1	[0, 1, 2, 5]	0.6666666666666666
ösvény	đường đi	1	[0, 1, 3, 5]	0.6666666666666666
ösvény	đường	10	[0, 1, 2, 5]	0.6666666666666666
öl	giết	7	[0, 1, 3, 5]	0.6666666666666666
öl	dây	1	[0, 1, 2, 5]	0.6666666666666666
korbács	roi	6	[0, 1, 3, 5]	0.6666666666666666
ostor	roi	1	[0, 1, 3, 5]	0.6666666666666666
pazar	lộng lẫy	2	[0, 1, 2, 5]	0.6666666666666666
törvény	định luật	1	[1, 2, 3, 5]	0.6666666666666666
törvény	luật	86	[1, 2, 3, 5]	0.6666666666666666
törvényes	hợp pháp	7	[0, 1, 2, 5]	0.6666666666666666
gyep	bãi cỏ	1	[1, 2, 3, 4]	0.6666666666666666
szivárog	rỉ	2	[0, 1, 3, 5]	0.6666666666666666
bőr	da	25	[1, 2, 3, 5]	0.6666666666666666
engedély	phép	9	[0, 1, 2, 5]	0.6666666666666666
hagy	cho	25	[0, 1, 3, 5]	0.6666666666666666
lecke	bài học	2	[1, 2, 3, 5]	0.6666666666666666
hazudik	nói dối	9	[1, 3, 4, 5]	0.6666666666666666
élet	sinh hoạt	3	[1, 2, 3, 5]	0.6666666666666666
enyhe	nhẹ	7	[1, 2, 3, 5]	0.6666666666666666
könnyed	dễ	5	[1, 2, 3, 5]	0.6666666666666666
szeret	yêu	85	[1, 2, 4, 5]	0.6666666666666666
sánta	què	3	[0, 1, 2, 5]	0.6666666666666666
vonal	đường	16	[0, 1, 3, 5]	0.6666666666666666
marad	ở lại	28	[1, 2, 3, 5]	0.6666666666666666
marad	giữ	12	[0, 1, 3, 5]	0.6666666666666666
marad	chịu đựng	1	[0, 1, 3, 5]	0.6666666666666666
oroszlán	sư tử	62	[1, 2, 3, 4]	0.6666666666666666
hallgató	sinh viên	1	[1, 2, 3, 4]	0.6666666666666666
csekély	nhỏ nhoi	1	[0, 1, 2, 5]	0.6666666666666666
kicsi	bé	54	[0, 1, 2, 3]	0.6666666666666666
kislány	con bé	3	[0, 1, 2, 5]	0.6666666666666666
máj	gan	1	[1, 2, 3, 4]	0.6666666666666666
hely	địa vị	1	[0, 1, 2, 5]	0.6666666666666666
hely	không gian	2	[1, 2, 3, 5]	0.6666666666666666
hely	quảng trường	1	[1, 3, 4, 5]	0.6666666666666666
hely	phận	1	[0, 1, 2, 5]	0.6666666666666666
hely	khoảng	3	[1, 2, 3, 5]	0.6666666666666666
magasztos	cao quý	2	[0, 1, 2, 5]	0.6666666666666666
magasztos	cao cả	4	[0, 1, 2, 5]	0.6666666666666666
magányos	lẻ loi	1	[1, 2, 3, 5]	0.6666666666666666
veszteség	tổn thất	2	[0, 1, 2, 5]	0.6666666666666666
hangos	ồn	4	[1, 2, 3, 5]	0.6666666666666666
alsó	dưới	53	[1, 2, 3, 5]	0.6666666666666666
langyos	ấm	22	[1, 2, 3, 5]	0.6666666666666666
ragyogó	bóng	12	[0, 1, 2, 5]	0.6666666666666666
ragyogó	huy hoàng	5	[0, 1, 2, 5]	0.6666666666666666
ragyogó	rực rỡ	20	[0, 1, 2, 5]	0.6666666666666666
gépezet	máy móc	1	[0, 1, 3, 5]	0.6666666666666666
nagyszerű	huy hoàng	4	[0, 1, 2, 5]	0.6666666666666666
nagyszerű	lộng lẫy	3	[0, 1, 2, 5]	0.6666666666666666
pótol	thay thế	1	[0, 1, 3, 5]	0.6666666666666666
kiáltvány	tuyên ngôn	1	[0, 1, 2, 5]	0.6666666666666666
modor	cách	3	[0, 1, 2, 5]	0.6666666666666666
kézirat	bản	1	[0, 1, 2, 5]	0.6666666666666666
sok	lắm	37	[0, 1, 3, 5]	0.6666666666666666
sokan	lắm	3	[0, 1, 3, 5]	0.6666666666666666
sokszor	lắm	2	[0, 1, 3, 5]	0.6666666666666666
márki	hầu tước	86	[1, 2, 3, 5]	0.6666666666666666
álarc	mặt nạ	14	[1, 3, 4, 5]	0.6666666666666666
érett	chín	8	[1, 3, 4, 5]	0.6666666666666666
engem	ta	145	[0, 1, 2, 5]	0.6666666666666666
engem	em	75	[0, 1, 2, 5]	0.6666666666666666
sovány	gầy	50	[1, 2, 3, 5]	0.6666666666666666
jelentés	báo cáo	3	[1, 2, 3, 5]	0.6666666666666666
módszer	phương pháp	1	[1, 2, 3, 5]	0.6666666666666666
közép	giữa	1	[1, 2, 3, 5]	0.6666666666666666
akna	mìn	5	[1, 2, 3, 5]	0.6666666666666666
akna	giếng	1	[1, 2, 3, 5]	0.6666666666666666
ásvány	khoáng vật	1	[1, 3, 4, 5]	0.6666666666666666
ásványi	khoáng vật	2	[1, 3, 4, 5]	0.6666666666666666
miniszter	bộ trưởng	8	[1, 3, 4, 5]	0.6666666666666666
apró	bé	24	[0, 1, 2, 3]	0.6666666666666666
időpont	lúc	1	[0, 1, 2, 5]	0.6666666666666666
uralkodó	hoàng tử	1	[1, 2, 3, 5]	0.6666666666666666
pénz	tiền tệ	1	[1, 2, 3, 5]	0.6666666666666666
pénz	đồng tiền	8	[0, 1, 2, 5]	0.6666666666666666
szörnyeteg	quái vật	25	[1, 2, 3, 5]	0.6666666666666666
kedv	tinh thần	3	[1, 2, 3, 4]	0.6666666666666666
kedély	tính khí	1	[0, 1, 2, 3]	0.6666666666666666
láp	đầm lầy	2	[1, 2, 3, 5]	0.6666666666666666
erkölcsi	đạo đức	12	[0, 1, 3, 5]	0.6666666666666666
inkább	nữa	68	[0, 1, 2, 5]	0.6666666666666666
több	nhiều	200	[0, 1, 2, 5]	0.6666666666666666
több	nữa	76	[0, 1, 2, 5]	0.6666666666666666
hegylánc	dãy núi	1	[0, 1, 3, 5]	0.6666666666666666
egér	chuột	7	[1, 2, 3, 4]	0.6666666666666666
mozgás	sự	3	[0, 1, 2, 5]	0.6666666666666666
sokat	lắm	17	[0, 1, 3, 5]	0.6666666666666666
sokat	nhiều	112	[1, 2, 3, 5]	0.6666666666666666
kell	nhu cầu	1	[1, 2, 3, 4]	0.6666666666666666
kölcsönösen	ngược lại	1	[0, 1, 3, 5]	0.6666666666666666
rejtélyes	bí ẩn	7	[0, 1, 2, 5]	0.6666666666666666
titokzatos	kín	1	[0, 1, 2, 5]	0.6666666666666666
titokzatos	bí ẩn	34	[0, 1, 2, 5]	0.6666666666666666
titokzatos	huyền bí	19	[0, 1, 2, 5]	0.6666666666666666
név	tên gọi	2	[0, 1, 2, 5]	0.6666666666666666
szűk	chặt	1	[0, 1, 2, 5]	0.6666666666666666
csúnya	bẩn thỉu	1	[0, 1, 3, 5]	0.6666666666666666
nemzet	nhân dân	1	[1, 2, 3, 5]	0.6666666666666666
nemzet	quốc gia	8	[1, 2, 3, 5]	0.6666666666666666
természet	lệnh	1	[1, 2, 3, 5]	0.6666666666666666
közeli	bên cạnh	7	[1, 2, 3, 5]	0.6666666666666666
közeli	lân cận	2	[0, 1, 2, 5]	0.6666666666666666
tű	ghim	1	[1, 2, 3, 5]	0.6666666666666666
tű	kim	5	[1, 2, 3, 5]	0.6666666666666666
varrótű	ghim	1	[1, 2, 3, 5]	0.6666666666666666
új	mới	390	[1, 2, 3, 5]	0.6666666666666666
lidércnyomás	ác mộng	2	[0, 1, 3, 5]	0.6666666666666666
nemes	cao thượng	22	[0, 1, 2, 5]	0.6666666666666666
zörej	tiếng	2	[1, 2, 3, 5]	0.6666666666666666
zajos	ồn	6	[1, 2, 3, 5]	0.6666666666666666
semmi	không	704	[1, 2, 3, 5]	0.6666666666666666
semmiség	không	8	[1, 2, 3, 5]	0.6666666666666666
elbeszélés	chuyện	5	[1, 2, 3, 5]	0.6666666666666666
olykor	đôi khi	40	[1, 2, 3, 5]	0.6666666666666666
szám	chữ số	1	[1, 2, 3, 5]	0.6666666666666666
apáca	nữ tu sĩ	3	[1, 2, 3, 5]	0.6666666666666666
tárgy	điểm	2	[1, 2, 3, 5]	0.6666666666666666
tárgy	điều	5	[0, 1, 3, 5]	0.6666666666666666
megfigyel	quan sát	2	[1, 2, 3, 5]	0.6666666666666666
konok	bướng	2	[0, 1, 2, 5]	0.6666666666666666
makacs	dai	2	[0, 1, 2, 5]	0.6666666666666666
makacs	bướng	7	[0, 1, 2, 5]	0.6666666666666666
nyilván	dĩ nhiên	1	[0, 1, 2, 5]	0.6666666666666666
alkalom	buổi	4	[0, 1, 2, 5]	0.6666666666666666
alkalom	cơ	26	[0, 1, 2, 5]	0.6666666666666666
alkalom	khi	21	[0, 1, 2, 5]	0.6666666666666666
foglalkozás	nghiệp	3	[0, 1, 2, 5]	0.6666666666666666
óceán	đại dương	14	[1, 3, 4, 5]	0.6666666666666666
páratlan	độc nhất	2	[1, 2, 3, 5]	0.6666666666666666
ritka	hiếm	36	[1, 2, 3, 5]	0.6666666666666666
persze	hẳn	12	[0, 1, 2, 5]	0.6666666666666666
ajánl	đề nghị	1	[1, 2, 3, 5]	0.6666666666666666
hivatalos	chính thức	16	[1, 3, 4, 5]	0.6666666666666666
gyakorta	hay	1	[0, 1, 3, 5]	0.6666666666666666
olajbogyó	ô liu	2	[0, 1, 3, 5]	0.6666666666666666
egyedüli	duy nhất	29	[0, 1, 3, 5]	0.6666666666666666
egyetlen	duy nhất	166	[0, 1, 3, 5]	0.6666666666666666
nyitott	hở	1	[0, 1, 2, 5]	0.6666666666666666
nyitva	hở	1	[0, 1, 2, 5]	0.6666666666666666
ópium	thuốc phiện	2	[1, 2, 3, 5]	0.6666666666666666
szemben	ngược	9	[1, 2, 3, 5]	0.6666666666666666
rend	chế độ	1	[1, 2, 3, 4]	0.6666666666666666
rend	lệnh	1	[1, 2, 3, 5]	0.6666666666666666
sorrend	lệnh	1	[1, 2, 3, 5]	0.6666666666666666
közönséges	bình thường	13	[1, 2, 3, 5]	0.6666666666666666
szerves	hữu cơ	1	[0, 1, 2, 5]	0.6666666666666666
másik	khác	227	[1, 2, 3, 5]	0.6666666666666666
kívül	ngoài	127	[1, 2, 3, 4]	0.6666666666666666
saját	riêng	47	[0, 1, 2, 5]	0.6666666666666666
tulajdonos	chủ	7	[0, 1, 2, 5]	0.6666666666666666
csomag	bao	2	[1, 2, 3, 5]	0.6666666666666666
csomag	gói	14	[1, 2, 3, 5]	0.6666666666666666
lakat	ổ khóa	1	[1, 2, 3, 4]	0.6666666666666666
oldal	bên	2	[1, 2, 3, 5]	0.6666666666666666
oldal	phía	2	[1, 2, 3, 5]	0.6666666666666666
kép	tranh	19	[0, 1, 2, 5]	0.6666666666666666
kép	hình	11	[1, 2, 3, 5]	0.6666666666666666
halvány	nhạt	16	[0, 1, 3, 5]	0.6666666666666666
sápadt	nhạt	47	[0, 1, 3, 5]	0.6666666666666666
paradicsom	thiên đường	9	[1, 2, 3, 4]	0.6666666666666666
park	công viên	2	[1, 3, 4, 5]	0.6666666666666666
beszéd	tiếng	7	[1, 3, 4, 5]	0.6666666666666666
beszéd	ngôn ngữ	2	[0, 1, 3, 5]	0.6666666666666666
beszéd	câu chuyện	2	[0, 1, 2, 5]	0.6666666666666666
országgyűlés	nghị viện	2	[1, 3, 4, 5]	0.6666666666666666
parlament	nghị viện	32	[1, 3, 4, 5]	0.6666666666666666
különleges	riêng	1	[0, 1, 2, 5]	0.6666666666666666
áthalad	đi qua	1	[0, 1, 3, 5]	0.6666666666666666
áthalad	qua	1	[1, 3, 4, 5]	0.6666666666666666
múlt	quá khứ	8	[1, 2, 3, 5]	0.6666666666666666
múlt	chuyện	7	[1, 2, 3, 5]	0.6666666666666666
múlt	cuối cùng	1	[1, 2, 3, 5]	0.6666666666666666
türelmes	kiên nhẫn	8	[1, 2, 3, 5]	0.6666666666666666
fizet	nộp	1	[0, 1, 2, 5]	0.6666666666666666
figyel	quan sát	1	[1, 2, 3, 5]	0.6666666666666666
békés	lặng	7	[0, 1, 2, 5]	0.6666666666666666
talapzat	bệ	1	[1, 2, 3, 5]	0.6666666666666666
büntetés	hình phạt	10	[1, 2, 3, 5]	0.6666666666666666
ceruza	bút chì	3	[1, 3, 4, 5]	0.6666666666666666
fegyház	ngục	3	[1, 2, 4, 5]	0.6666666666666666
időszak	hồi	2	[0, 1, 2, 5]	0.6666666666666666
időszak	buổi	1	[0, 1, 2, 5]	0.6666666666666666
személyzet	nhân viên	11	[1, 2, 3, 5]	0.6666666666666666
izzadság	mồ hôi	6	[1, 2, 3, 5]	0.6666666666666666
izzad	đổ mồ hôi	1	[1, 2, 3, 5]	0.6666666666666666
illő	thích hợp	1	[0, 1, 2, 5]	0.6666666666666666
fantom	bóng ma	1	[0, 1, 4, 5]	0.6666666666666666
filozófia	triết học	5	[1, 2, 3, 5]	0.6666666666666666
főnix	phượng hoàng	1	[1, 2, 4, 5]	0.6666666666666666
tér	đất	5	[0, 1, 2, 5]	0.6666666666666666
tér	không gian	1	[1, 2, 3, 5]	0.6666666666666666
tér	khoảng	6	[1, 2, 3, 5]	0.6666666666666666
terv	dự án	3	[1, 2, 3, 5]	0.6666666666666666
bolygó	hành tinh	5	[1, 3, 4, 5]	0.6666666666666666
vágány	đường	2	[1, 2, 3, 5]	0.6666666666666666
meg	nữa	554	[0, 1, 2, 5]	0.6666666666666666
mutat	ghi	1	[0, 1, 3, 5]	0.6666666666666666
rendőrség	công an	1	[1, 2, 3, 5]	0.6666666666666666
politikai	chính trị	48	[1, 3, 4, 5]	0.6666666666666666
pocsolya	ao	1	[0, 1, 3, 5]	0.6666666666666666
szegény	nghèo	100	[1, 2, 3, 5]	0.6666666666666666
lakosság	nhân dân	1	[1, 2, 3, 5]	0.6666666666666666
lehetséges	có thể	105	[1, 2, 3, 5]	0.6666666666666666
önt	các vị	1	[0, 1, 2, 5]	0.6666666666666666
jelenleg	nay	12	[0, 1, 2, 5]	0.6666666666666666
sajtó	báo chí	2	[0, 1, 2, 3]	0.6666666666666666
csinos	dễ thương	4	[1, 2, 3, 4]	0.6666666666666666
csinos	đẹp	67	[0, 1, 2, 5]	0.6666666666666666
előző	trước	64	[0, 1, 2, 3]	0.6666666666666666
magán	riêng	11	[0, 1, 2, 5]	0.6666666666666666
valószínűleg	có lẽ	39	[0, 1, 3, 5]	0.6666666666666666
feladat	công việc	4	[0, 1, 3, 5]	0.6666666666666666
feladat	nhiệm vụ	4	[0, 1, 3, 5]	0.6666666666666666
eljárás	biện pháp	2	[0, 1, 2, 5]	0.6666666666666666
hivatás	nghiệp	1	[0, 1, 2, 5]	0.6666666666666666
bizonyság	bằng	2	[0, 1, 2, 5]	0.6666666666666666
próba	bằng	2	[0, 1, 2, 5]	0.6666666666666666
hírverés	quảng cáo	1	[0, 1, 4, 5]	0.6666666666666666
birtok	tài sản	1	[0, 1, 2, 3]	0.6666666666666666
tulajdon	của	31	[0, 1, 2, 5]	0.6666666666666666
tulajdon	riêng	1	[0, 1, 2, 5]	0.6666666666666666
tulajdon	đúng	3	[0, 1, 2, 5]	0.6666666666666666
büszke	kiêu ngạo	5	[1, 2, 4, 5]	0.6666666666666666
közmondás	tục ngữ	3	[1, 2, 3, 5]	0.6666666666666666
nyilvános	công khai	8	[0, 1, 2, 5]	0.6666666666666666
kút	giếng	7	[1, 2, 3, 5]	0.6666666666666666
szembogár	con ngươi	1	[0, 1, 3, 5]	0.6666666666666666
tanuló	học sinh	5	[1, 2, 3, 5]	0.6666666666666666
tanuló	sinh viên	2	[1, 2, 3, 4]	0.6666666666666666
királynő	nữ hoàng	55	[0, 1, 3, 5]	0.6666666666666666
kérdés	điểm	1	[1, 2, 3, 5]	0.6666666666666666
kérdés	câu hỏi	41	[1, 3, 4, 5]	0.6666666666666666
sor	hạng	1	[0, 1, 2, 5]	0.6666666666666666
sor	dãy	8	[0, 1, 2, 5]	0.6666666666666666
gyorsaság	vận tốc	1	[1, 2, 3, 4]	0.6666666666666666
csendes	yên tĩnh	6	[0, 1, 3, 5]	0.6666666666666666
csendes	êm	4	[0, 1, 2, 5]	0.6666666666666666
csendes	lặng	13	[0, 1, 2, 5]	0.6666666666666666
csendes	bình thản	1	[0, 1, 2, 5]	0.6666666666666666
remeg	rung	1	[0, 1, 3, 5]	0.6666666666666666
pályaudvar	nhà ga	3	[1, 3, 4, 5]	0.6666666666666666
esőkabát	áo mưa	1	[1, 2, 3, 5]	0.6666666666666666
rang	chức	2	[0, 1, 2, 5]	0.6666666666666666
feszült	căng thẳng	2	[1, 2, 3, 5]	0.6666666666666666
borotva	dao cạo	2	[1, 2, 3, 5]	0.6666666666666666
nyújt	mở rộng	1	[0, 1, 2, 5]	0.6666666666666666
nyújt	cho	9	[0, 1, 3, 5]	0.6666666666666666
olvas	đọc	8	[1, 3, 4, 5]	0.6666666666666666
valóságos	thực tế	4	[1, 2, 3, 5]	0.6666666666666666
valóság	thực tại	4	[1, 2, 3, 4]	0.6666666666666666
igazán	thực sự	17	[0, 1, 2, 5]	0.6666666666666666
nyugta	biên lai	2	[0, 1, 3, 5]	0.6666666666666666
zátony	đá ngầm	1	[0, 1, 3, 5]	0.6666666666666666
uralom	chế độ	1	[1, 2, 3, 5]	0.6666666666666666
viszony	quan hệ	4	[0, 1, 3, 5]	0.6666666666666666
rokon	bà con	3	[0, 1, 2, 5]	0.6666666666666666
nevezetes	đáng kể	1	[0, 1, 2, 5]	0.6666666666666666
készlet	cửa hàng	1	[0, 1, 2, 5]	0.6666666666666666
eredmény	hiệu quả	1	[0, 1, 2, 5]	0.6666666666666666
visszajön	trở lại	5	[0, 1, 3, 4]	0.6666666666666666
visszatér	trở về	16	[0, 1, 3, 5]	0.6666666666666666
visszatér	trở lại	10	[0, 1, 3, 4]	0.6666666666666666
revolver	súng lục	2	[1, 2, 3, 5]	0.6666666666666666
jog	luật	6	[1, 2, 3, 5]	0.6666666666666666
szerep	vai trò	1	[1, 2, 3, 5]	0.6666666666666666
tető	ngọn	2	[0, 1, 2, 5]	0.6666666666666666
kerek	tròn	70	[1, 2, 3, 5]	0.6666666666666666
munkás	công nhân	3	[1, 2, 3, 5]	0.6666666666666666
útvonal	con đường	1	[0, 1, 3, 5]	0.6666666666666666
szabály	quy tắc	2	[1, 3, 4, 5]	0.6666666666666666
szabály	quy luật	1	[1, 3, 4, 5]	0.6666666666666666
szabály	phép tắc	1	[0, 1, 2, 5]	0.6666666666666666
szomorú	ảm đạm	7	[0, 1, 2, 5]	0.6666666666666666
vitorla	buồm	17	[1, 3, 4, 5]	0.6666666666666666
